BNRE,512,35,0.13,0
BNRE,512,36,0.34,0
BNRE,512,37,0.01,1
BNRE,512,38,0.13,0
BNRE,512,39,0.09,0
BNRE,512,40,0.01,1
BNRE,512,41,0.05,0
BNRE,512,42,0.43,0
BNRE,512,43,0.05,0
BNRE,512,44,0.09,0
BNRE,512,45,0.43,0
BNRE,512,46,0.12,0
BNRE,512,47,0.01,1
BNRE,512,48,0.22,0
BNRE,512,49,0.1,0
BNRE,512,50,0.01,1
BNRE,512,51,0.59,0
BNRE,512,52,0.05,0
BNRE,512,53,0.11,0
BNRE,512,54,0.02,1
BNRE,512,55,0.17,0
BNRE,512,56,0.49,0
BNRE,512,57,0.16,0
BNRE,512,58,0.04,1
BNRE,512,59,0.05,0
BNRE,512,60,0.01,1
BNRE,512,61,0.06,0
BNRE,512,62,0.27,0
BNRE,512,63,0.06,0
BNRE,512,64,0.44,0
BNRE,512,65,0.75,0
BNRE,512,66,0.05,0
BNRE,512,67,0.03,1
BNRE,512,68,0.01,1
BNRE,512,69,0.09,0
BNRE,512,70,0.01,1
BNRE,512,71,0.14,0
BNRE,512,72,0.07,0
BNRE,512,73,0.09,0
BNRE,512,74,0.07,0
BNRE,512,75,0.28,0
BNRE,512,76,0.05,0
BNRE,512,77,0.02,1
BNRE,512,78,0.19,0
BNRE,512,79,0.11,0
BNRE,512,80,0.06,0
BNRE,512,81,0.15,0
BNRE,512,82,0.05,0
BNRE,512,83,0.71,0
BNRE,512,84,0.27,0
BNRE,512,85,0.06,0
BNRE,512,86,0.01,1
BNRE,512,87,0.04,1
BNRE,512,88,0.21,0
BNRE,512,89,0.37,0
BNRE,512,90,0.1,0
BNRE,512,91,0.01,1
BNRE,512,92,0.06,0
BNRE,512,93,0.14,0
BNRE,512,94,0.09,0
BNRE,512,95,0.01,1
BNRE,512,96,0.09,0
BNRE,512,97,0.07,0
BNRE,512,98,0.22,0
BNRE,512,99,0.05,0
BNRE,512,100,0.08,0
NRE,512,1,0.17,0
NRE,512,2,0.48,0
NRE,512,3,0.24,0
NRE,512,4,0.24,0
NRE,512,5,0.28,0
NRE,512,6,0.31,0
NRE,512,7,0.06,0
NRE,512,8,0.44,0
NRE,512,9,0.49,0
NRE,512,10,0.56,0
NRE,512,11,0.78,0
NRE,512,12,0.01,1
NRE,512,13,0.06,0
NRE,512,14,0.09,0
NRE,512,15,0.23,0
NRE,512,16,0.21,0
NRE,512,17,0.29,0
NRE,512,18,0.24,0
NRE,512,19,0.23,0
NRE,512,20,0.1,0
NRE,512,21,0.22,0
NRE,512,22,0.33,0
NRE,512,23,0.24,0
NRE,512,24,0.27,0
NRE,512,25,0.39,0
NRE,512,26,0.28,0
NRE,512,27,0.44,0
NRE,512,28,0.25,0
NRE,512,29,0.13,0
NRE,512,30,0.02,1
NRE,512,31,0.52,0
NRE,512,32,0.62,0
NRE,512,33,0.46,0
NRE,512,34,0.26,0
NRE,512,35,0.35,0
NRE,512,36,0.16,0
NRE,512,37,0.06,0
NRE,512,38,0.05,0
NRE,512,39,0.3,0
NRE,512,40,0.15,0
NRE,512,41,0.23,0
NRE,512,42,0.21,0
NRE,512,43,0.16,0
NRE,512,44,0.34,0
NRE,512,45,0.6,0
NRE,512,46,0.17,0
NRE,512,47,0.01,1
NRE,512,48,0.31,0
NRE,512,49,0.36,0
NRE,512,50,0.03,1
NRE,512,51,0.88,0
NRE,512,52,0.28,0
NRE,512,53,0.13,0
NRE,512,54,0.27,0
NRE,512,55,0.24,0
NRE,512,56,0.58,0
NRE,512,57,0.38,0
NRE,512,58,0.14,0
NRE,512,59,0.18,0
NRE,512,60,0.4,0
NRE,512,61,0.35,0
NRE,512,62,0.22,0
NRE,512,63,0.01,1
NRE,512,64,0.26,0
NRE,512,65,0.46,0
NRE,512,66,0.6,0
NRE,512,67,0.47,0
NRE,512,68,0.51,0
NRE,512,69,0.23,0
NRE,512,70,0.2,0
NRE,512,71,0.05,0
NRE,512,72,0.42,0
NRE,512,73,0.4,0
NRE,512,74,0.16,0
NRE,512,75,0.09,0
NRE,512,76,0.08,0
NRE,512,77,0.03,1
NRE,512,78,0.28,0
NRE,512,79,0.36,0
NRE,512,80,0.65,0
NRE,512,81,0.05,0
NRE,512,82,0.13,0
NRE,512,83,0.17,0
NRE,512,84,0.26,0
NRE,512,85,0.15,0
NRE,512,86,0.59,0
NRE,512,87,0.55,0
NRE,512,88,0.19,0
NRE,512,89,0.84,0
NRE,512,90,0.16,0
NRE,512,91,0.4,0
NRE,512,92,0.69,0
NRE,512,93,0.36,0
NRE,512,94,0.24,0
NRE,512,95,0.49,0
NRE,512,96,0.29,0
NRE,512,97,0.31,0
NRE,512,98,0.31,0
NRE,512,99,0.3,0
NRE,512,100,0.14,0
BNRE,4096,1,0.81,0
BNRE,4096,2,0.88,0
BNRE,4096,3,0.03,1
BNRE,4096,4,0.19,0
BNRE,4096,5,0.61,0
BNRE,4096,6,0.67,0
BNRE,4096,7,0.84,0
BNRE,4096,8,0.32,0
BNRE,4096,9,0.85,0
BNRE,4096,10,0.42,0
BNRE,4096,11,0.57,0
BNRE,4096,12,0.35,0
BNRE,4096,13,1,0
BNRE,4096,14,0.55,0
BNRE,4096,15,0.09,0
BNRE,4096,16,0.22,0
BNRE,4096,17,0.12,0
BNRE,4096,18,0.39,0
BNRE,4096,19,0.53,0
BNRE,4096,20,0.42,0
BNRE,4096,21,0.39,0
BNRE,4096,22,0.77,0
BNRE,4096,23,0.67,0
BNRE,4096,24,0.4,0
BNRE,4096,25,0.22,0
BNRE,4096,26,0.55,0
BNRE,4096,27,0.37,0
BNRE,4096,28,0.03,1
BNRE,4096,29,0.7,0
BNRE,4096,30,0.29,0
BNRE,4096,31,0.51,0
BNRE,4096,32,0.23,0
BNRE,4096,33,0.38,0
BNRE,4096,34,0.01,1
BNRE,4096,35,0.26,0
BNRE,4096,36,0.04,1
BNRE,4096,37,0.23,0
BNRE,4096,38,0.28,0
BNRE,4096,39,0.15,0
BNRE,4096,40,0.1,0
BNRE,4096,41,0.46,0
BNRE,4096,42,0.21,0
BNRE,4096,43,0.97,0
BNRE,4096,44,0.54,0
BNRE,4096,45,0.74,0
BNRE,4096,46,0.51,0
BNRE,4096,47,0.94,0
BNRE,4096,48,0.37,0
BNRE,4096,49,0.69,0
BNRE,4096,50,0.2,0
BNRE,4096,51,0.33,0
BNRE,4096,52,0.44,0
BNRE,4096,53,0.62,0
BNRE,4096,54,0.4,0
BNRE,4096,55,0.39,0
BNRE,4096,56,0.17,0
BNRE,4096,57,0.56,0
BNRE,4096,58,0.21,0
BNRE,4096,59,0.95,0
BNRE,4096,60,0.92,0
BNRE,4096,61,0.65,0
BNRE,4096,62,0.27,0
BNRE,4096,63,0.39,0
BNRE,4096,64,0.75,0
BNRE,4096,65,0.58,0
BNRE,4096,66,0.2,0
BNRE,4096,67,0.67,0
BNRE,4096,68,0.09,0
BNRE,4096,69,0.12,0
BNRE,4096,70,0.2,0
BNRE,4096,71,0.08,0
BNRE,4096,72,0.43,0
BNRE,4096,73,0.02,1
BNRE,4096,74,0.8,0
BNRE,4096,75,0.18,0
BNRE,4096,76,0.02,1
BNRE,4096,77,0.13,0
BNRE,4096,78,0.64,0
BNRE,4096,79,0.19,0
BNRE,4096,80,0.46,0
BNRE,4096,81,0.06,0
BNRE,4096,82,0.02,1
BNRE,4096,83,0.99,0
BNRE,4096,84,0.01,1
BNRE,4096,85,0.62,0
BNRE,4096,86,0.16,0
BNRE,4096,87,0.3,0
BNRE,4096,88,0.72,0
BNRE,4096,89,0.74,0
BNRE,4096,90,0.14,0
BNRE,4096,91,0.71,0
BNRE,4096,92,0.36,0
BNRE,4096,93,0.56,0
BNRE,4096,94,0.05,0
BNRE,4096,95,0.49,0
BNRE,4096,96,0.48,0
BNRE,4096,97,0.52,0
BNRE,4096,98,0.79,0
BNRE,4096,99,0.3,0
BNRE,4096,100,0.23,0
NRE,4096,1,0.87,0
NRE,4096,2,0.32,0
NRE,4096,3,0.68,0
NRE,4096,4,0.15,0
NRE,4096,5,0.37,0
NRE,4096,6,0.89,0
NRE,4096,7,0.57,0
NRE,4096,8,0.21,0
NRE,4096,9,0.61,0
NRE,4096,10,0.03,1
NRE,4096,11,0.04,1
NRE,4096,12,0.43,0
NRE,4096,13,0.58,0
NRE,4096,14,0.14,0
NRE,4096,15,0.18,0
NRE,4096,16,0.95,0
NRE,4096,17,0.29,0
NRE,4096,18,0.17,0
NRE,4096,19,0.99,0
NRE,4096,20,0.21,0
NRE,4096,21,0.3,0
NRE,4096,22,0.09,0
NRE,4096,23,0.16,0
NRE,4096,24,0.18,0
NRE,4096,25,0.8,0
NRE,4096,26,0.96,0
NRE,4096,27,1,0
NRE,4096,28,0.32,0
NRE,4096,29,0.29,0
NRE,4096,30,0.94,0
NRE,4096,31,0.25,0
NRE,4096,32,0.62,0
NRE,4096,33,0.59,0
NRE,4096,34,0.68,0
NRE,4096,35,0.79,0
NRE,4096,36,0.31,0
NRE,4096,37,0.44,0
NRE,4096,38,0.13,0
NRE,4096,39,0.66,0
NRE,4096,40,0.3,0
NRE,4096,41,0.56,0
NRE,4096,42,0.6,0
NRE,4096,43,0.75,0
NRE,4096,44,0.27,0
NRE,4096,45,0.02,1
NRE,4096,46,0.14,0
NRE,4096,47,0.95,0
NRE,4096,48,0.04,1
NRE,4096,49,0.45,0
NRE,4096,50,0.57,0
NRE,4096,51,0.7,0
NRE,4096,52,0.96,0
NRE,4096,53,0.51,0
NRE,4096,54,0.93,0
NRE,4096,55,0.17,0
NRE,4096,56,1,0
NRE,4096,57,0.04,1
NRE,4096,58,0.14,0
NRE,4096,59,0.31,0
NRE,4096,60,0.38,0
NRE,4096,61,0.08,0
NRE,4096,62,0.59,0
NRE,4096,63,0.95,0
NRE,4096,64,0.99,0
NRE,4096,65,0.57,0
NRE,4096,66,0.17,0
NRE,4096,67,0.43,0
NRE,4096,68,0.32,0
NRE,4096,69,0.2,0
NRE,4096,70,0.8,0
NRE,4096,71,0.22,0
NRE,4096,72,0.69,0
NRE,4096,73,0.14,0
NRE,4096,74,0.46,0
NRE,4096,75,0.59,0
NRE,4096,76,0.43,0
NRE,4096,77,0.41,0
NRE,4096,78,0.3,0
NRE,4096,79,0.63,0
NRE,4096,80,0.17,0
NRE,4096,81,0.59,0
NRE,4096,82,0.68,0
NRE,4096,83,0.58,0
NRE,4096,84,0.03,1
NRE,4096,85,0.05,0
NRE,4096,86,0.14,0
NRE,4096,87,0.24,0
NRE,4096,88,0.32,0
NRE,4096,89,0.54,0
NRE,4096,90,0.73,0
NRE,4096,91,0.57,0
NRE,4096,92,0.42,0
NRE,4096,93,0.67,0
NRE,4096,94,0.93,0
NRE,4096,95,0.05,0
NRE,4096,96,0.81,0
NRE,4096,97,0.19,0
NRE,4096,98,0.22,0
NRE,4096,99,0.02,1
NRE,4096,100,0.22,0
BNRE,32768,1,0.62,0
BNRE,32768,2,0.78,0
BNRE,32768,3,0.71,0
BNRE,32768,4,0.19,0
BNRE,32768,5,0.39,0
BNRE,32768,6,1,0
BNRE,32768,7,0.7,0
BNRE,32768,8,0.02,1
BNRE,32768,9,0.12,0
BNRE,32768,10,0.01,1
BNRE,32768,11,0.02,1
BNRE,32768,12,1,0
BNRE,32768,13,0.03,1
BNRE,32768,14,1,0
BNRE,32768,15,0.02,1
BNRE,32768,16,0.52,0
BNRE,32768,17,0.96,0
BNRE,32768,18,0.03,1
BNRE,32768,19,0.23,0
BNRE,32768,20,0.99,0
BNRE,32768,21,0.01,1
BNRE,32768,22,0.07,0
BNRE,32768,23,0.66,0
BNRE,32768,24,0.04,1
BNRE,32768,25,0.6,0
BNRE,32768,26,0.91,0
BNRE,32768,27,0.99,0
BNRE,32768,28,0.11,0
BNRE,32768,29,0.01,1
BNRE,32768,30,0.25,0
BNRE,32768,31,0.98,0
BNRE,32768,32,0.21,0
BNRE,32768,33,0.98,0
BNRE,32768,34,0.97,0
BNRE,32768,35,0.28,0
BNRE,32768,36,0.08,0
BNRE,32768,37,0.97,0
BNRE,32768,38,0.96,0
BNRE,32768,39,0.81,0
BNRE,32768,40,0.31,0
BNRE,32768,41,0.05,0
BNRE,32768,42,0.28,0
BNRE,32768,43,0.98,0
BNRE,32768,44,0.99,0
BNRE,32768,45,0.58,0
BNRE,32768,46,0.36,0
BNRE,32768,47,0.04,1
BNRE,32768,48,1,0
BNRE,32768,49,0.79,0
BNRE,32768,50,0.36,0
BNRE,32768,51,0.54,0
BNRE,32768,52,0.56,0
BNRE,32768,53,0.01,1
BNRE,32768,54,0.02,1
BNRE,32768,55,0.04,1
BNRE,32768,56,0.82,0
BNRE,32768,57,0.35,0
BNRE,32768,58,0.39,0
BNRE,32768,59,0.06,0
BNRE,32768,60,0.76,0
BNRE,32768,61,0.45,0
BNRE,32768,62,0.01,1
BNRE,32768,63,0.93,0
BNRE,32768,64,0.01,1
BNRE,32768,65,0.51,0
BNRE,32768,66,0.01,1
BNRE,32768,67,0.02,1
BNRE,32768,68,0.37,0
BNRE,32768,69,0.51,0
BNRE,32768,70,0.64,0
BNRE,32768,71,0.92,0
BNRE,32768,72,0.54,0
BNRE,32768,73,0.01,1
BNRE,32768,74,0.19,0
BNRE,32768,75,0.51,0
BNRE,32768,76,0.14,0
BNRE,32768,77,0.03,1
BNRE,32768,78,0.46,0
BNRE,32768,79,0.24,0
BNRE,32768,80,0.11,0
BNRE,32768,81,0.47,0
BNRE,32768,82,0.2,0
BNRE,32768,83,0.11,0
BNRE,32768,84,0.9,0
BNRE,32768,85,0.9,0
BNRE,32768,86,0.01,1
BNRE,32768,87,0.76,0
BNRE,32768,88,0.35,0
BNRE,32768,89,0.71,0
BNRE,32768,90,0.19,0
BNRE,32768,91,0.04,1
BNRE,32768,92,0.1,0
BNRE,32768,93,0.92,0
BNRE,32768,94,0.42,0
BNRE,32768,95,0.45,0
BNRE,32768,96,0.43,0
BNRE,32768,97,0.09,0
BNRE,32768,98,0.73,0
BNRE,32768,99,0.56,0
BNRE,32768,100,0.11,0
NRE,32768,1,0.11,0
NRE,32768,2,0.85,0
NRE,32768,3,0.61,0
NRE,32768,4,0.9,0
NRE,32768,5,0.86,0
NRE,32768,6,0.91,0
NRE,32768,7,0.56,0
NRE,32768,8,0.13,0
NRE,32768,9,0.39,0
NRE,32768,10,0.36,0
NRE,32768,11,0.81,0
NRE,32768,12,0.49,0
NRE,32768,13,0.42,0
NRE,32768,14,0.95,0
NRE,32768,15,0.95,0
NRE,32768,16,0.34,0
NRE,32768,17,0.95,0
NRE,32768,18,0.64,0
NRE,32768,19,0.44,0
NRE,32768,20,0.15,0
NRE,32768,21,0.03,1
NRE,32768,22,0.05,0
NRE,32768,23,0.15,0
NRE,32768,24,0.2,0
NRE,32768,25,0.29,0
NRE,32768,26,0.47,0
NRE,32768,27,0.92,0
NRE,32768,28,0.6,0
NRE,32768,29,0.57,0
NRE,32768,30,0.63,0
NRE,32768,31,0.21,0
NRE,32768,32,0.61,0
NRE,32768,33,0.46,0
NRE,32768,34,0.9,0
NRE,32768,35,0.58,0
NRE,32768,36,0.67,0
NRE,32768,37,0.31,0
NRE,32768,38,0.48,0
NRE,32768,39,0.02,1
NRE,32768,40,0.58,0
NRE,32768,41,0.59,0
