BNRE,16,1,0.34,0
BNRE,16,2,0.01,1
BNRE,16,3,0.01,1
BNRE,16,4,0.01,1
BNRE,16,5,0.01,1
BNRE,16,6,0.01,1
BNRE,16,7,0.1,0
BNRE,16,8,0.01,1
BNRE,16,9,0.02,1
BNRE,16,10,0.55,0
BNRE,16,11,0.58,0
BNRE,16,12,0.01,1
BNRE,16,13,0.02,1
BNRE,16,14,0.02,1
BNRE,16,15,0.01,1
BNRE,16,16,0.36,0
BNRE,16,17,0.04,1
BNRE,16,18,0.01,1
BNRE,16,19,0.02,1
BNRE,16,20,0.01,1
BNRE,16,21,0.01,1
BNRE,16,22,0.01,1
BNRE,16,23,0.15,0
BNRE,16,24,0.08,0
BNRE,16,25,0.05,0
BNRE,16,26,0.17,0
BNRE,16,27,0.01,1
BNRE,16,28,0.01,1
BNRE,16,29,0.13,0
BNRE,16,30,0.01,1
BNRE,16,31,0.22,0
BNRE,16,32,0.02,1
BNRE,16,33,0.01,1
BNRE,16,34,0.02,1
BNRE,16,35,0.01,1
BNRE,16,36,0.01,1
BNRE,16,37,0.05,0
BNRE,16,38,0.02,1
BNRE,16,39,0.04,1
BNRE,16,40,0.01,1
BNRE,16,41,0.01,1
BNRE,16,42,0.06,0
BNRE,16,43,0.61,0
BNRE,16,44,0.01,1
BNRE,16,45,0.01,1
BNRE,16,46,0.01,1
BNRE,16,47,0.01,1
BNRE,16,48,0.01,1
BNRE,16,49,0.01,1
BNRE,16,50,0.01,1
BNRE,16,51,0.01,1
BNRE,16,52,0.03,1
BNRE,16,53,0.01,1
BNRE,16,54,0.01,1
BNRE,16,55,0.07,0
BNRE,16,56,0.01,1
BNRE,16,57,0.01,1
BNRE,16,58,0.01,1
BNRE,16,59,0.01,1
BNRE,16,60,0.01,1
BNRE,16,61,0.02,1
BNRE,16,62,0.27,0
BNRE,16,63,0.02,1
BNRE,16,64,0.12,0
BNRE,16,65,0.01,1
BNRE,16,66,0.11,0
BNRE,16,67,0.05,0
BNRE,16,68,0.01,1
BNRE,16,69,0.01,1
BNRE,16,70,0.04,1
BNRE,16,71,0.15,0
BNRE,16,72,0.01,1
BNRE,16,73,0.04,1
BNRE,16,74,0.01,1
BNRE,16,75,0.04,1
BNRE,16,76,0.31,0
BNRE,16,77,0.01,1
BNRE,16,78,0.1,0
BNRE,16,79,0.02,1
BNRE,16,80,0.01,1
BNRE,16,81,0.04,1
BNRE,16,82,0.01,1
BNRE,16,83,0.03,1
BNRE,16,84,0.01,1
BNRE,16,85,0.15,0
BNRE,16,86,0.06,0
BNRE,16,87,0.13,0
BNRE,16,88,0.01,1
BNRE,16,89,0.04,1
BNRE,16,90,0.4,0
BNRE,16,91,0.1,0
BNRE,16,92,0.02,1
BNRE,16,93,0.01,1
BNRE,16,94,0.06,0
BNRE,16,95,0.08,0
BNRE,16,96,0.02,1
BNRE,16,97,0.01,1
BNRE,16,98,0.15,0
BNRE,16,99,0.01,1
BNRE,16,100,0.02,1
NRE,16,1,0.01,1
NRE,16,2,0.01,1
NRE,16,3,0.01,1
NRE,16,4,0.01,1
NRE,16,5,0.01,1
NRE,16,6,0.01,1
NRE,16,7,0.04,1
NRE,16,8,0.01,1
NRE,16,9,0.01,1
NRE,16,10,0.09,0
NRE,16,11,0.01,1
NRE,16,12,0.01,1
NRE,16,13,0.01,1
NRE,16,14,0.01,1
NRE,16,15,0.72,0
NRE,16,16,0.01,1
NRE,16,17,0.01,1
NRE,16,18,0.01,1
NRE,16,19,0.03,1
NRE,16,20,0.01,1
NRE,16,21,0.01,1
NRE,16,22,0.01,1
NRE,16,23,0.01,1
NRE,16,24,0.01,1
NRE,16,25,0.01,1
NRE,16,26,0.01,1
NRE,16,27,0.01,1
NRE,16,28,0.01,1
NRE,16,29,0.01,1
NRE,16,30,0.01,1
NRE,16,31,0.01,1
NRE,16,32,0.05,0
NRE,16,33,0.01,1
NRE,16,34,0.01,1
NRE,16,35,0.01,1
NRE,16,36,0.01,1
NRE,16,37,0.65,0
NRE,16,38,0.01,1
NRE,16,39,0.01,1
NRE,16,40,0.01,1
NRE,16,41,0.11,0
NRE,16,42,0.01,1
NRE,16,43,0.04,1
NRE,16,44,0.01,1
NRE,16,45,0.01,1
NRE,16,46,0.01,1
NRE,16,47,0.01,1
NRE,16,48,0.01,1
NRE,16,49,0.01,1
NRE,16,50,0.04,1
NRE,16,51,0.01,1
NRE,16,52,0.01,1
NRE,16,53,0.01,1
NRE,16,54,0.01,1
NRE,16,55,0.01,1
NRE,16,56,0.01,1
NRE,16,57,0.01,1
NRE,16,58,0.01,1
NRE,16,59,0.01,1
NRE,16,60,0.02,1
NRE,16,61,0.01,1
NRE,16,62,0.01,1
NRE,16,63,0.01,1
NRE,16,64,0.01,1
NRE,16,65,0.01,1
NRE,16,66,0.01,1
NRE,16,67,0.01,1
NRE,16,68,0.01,1
NRE,16,69,0.01,1
NRE,16,70,0.01,1
NRE,16,71,0.01,1
NRE,16,72,0.01,1
NRE,16,73,0.01,1
NRE,16,74,0.01,1
NRE,16,75,0.01,1
NRE,16,76,0.01,1
NRE,16,77,0.01,1
NRE,16,78,0.03,1
NRE,16,79,0.01,1
NRE,16,80,0.01,1
NRE,16,81,0.01,1
NRE,16,82,0.01,1
NRE,16,83,0.01,1
NRE,16,84,0.03,1
NRE,16,85,0.01,1
NRE,16,86,0.01,1
NRE,16,87,0.02,1
NRE,16,88,0.01,1
NRE,16,89,0.03,1
NRE,16,90,1,0
NRE,16,91,0.01,1
NRE,16,92,0.01,1
NRE,16,93,0.06,0
NRE,16,94,0.01,1
NRE,16,95,0.01,1
NRE,16,96,0.01,1
NRE,16,97,0.01,1
NRE,16,98,0.01,1
NRE,16,99,0.01,1
NRE,16,100,0.01,1
BNRE,128,1,0.01,1
BNRE,128,2,0.07,0
BNRE,128,3,0.01,1
BNRE,128,4,0.01,1
BNRE,128,5,0.05,0
BNRE,128,6,0.02,1
BNRE,128,7,0.01,1
BNRE,128,8,0.22,0
BNRE,128,9,0.15,0
BNRE,128,10,0.02,1
BNRE,128,11,0.03,1
BNRE,128,12,0.03,1
BNRE,128,13,0.04,1
BNRE,128,14,0.08,0
BNRE,128,15,0.01,1
BNRE,128,16,0.04,1
BNRE,128,17,0.05,0
BNRE,128,18,0.01,1
BNRE,128,19,0.01,1
BNRE,128,20,0.02,1
BNRE,128,21,0.01,1
BNRE,128,22,0.01,1
BNRE,128,23,0.02,1
BNRE,128,24,0.01,1
BNRE,128,25,0.04,1
BNRE,128,26,0.01,1
BNRE,128,27,0.19,0
BNRE,128,28,0.03,1
BNRE,128,29,0.01,1
BNRE,128,30,0.01,1
BNRE,128,31,0.05,0
BNRE,128,32,0.02,1
BNRE,128,33,0.01,1
BNRE,128,34,0.01,1
BNRE,128,35,0.04,1
BNRE,128,36,0.03,1
BNRE,128,37,0.01,1
BNRE,128,38,0.05,0
BNRE,128,39,0.01,1
BNRE,128,40,0.06,0
BNRE,128,41,0.03,1
BNRE,128,42,0.4,0
BNRE,128,43,0.01,1
BNRE,128,44,0.01,1
BNRE,128,45,0.15,0
BNRE,128,46,0.03,1
BNRE,128,47,0.01,1
BNRE,128,48,0.01,1
BNRE,128,49,0.03,1
BNRE,128,50,0.03,1
BNRE,128,51,0.01,1
BNRE,128,52,0.01,1
BNRE,128,53,0.01,1
BNRE,128,54,0.01,1
BNRE,128,55,0.09,0
BNRE,128,56,0.01,1
BNRE,128,57,0.31,0
BNRE,128,58,0.18,0
BNRE,128,59,0.03,1
BNRE,128,60,0.11,0
BNRE,128,61,0.05,0
BNRE,128,62,0.2,0
BNRE,128,63,0.01,1
BNRE,128,64,0.11,0
BNRE,128,65,0.01,1
BNRE,128,66,0.2,0
BNRE,128,67,0.06,0
BNRE,128,68,0.23,0
BNRE,128,69,0.01,1
BNRE,128,70,0.01,1
BNRE,128,71,0.11,0
BNRE,128,72,0.12,0
BNRE,128,73,0.01,1
BNRE,128,74,0.01,1
BNRE,128,75,0.02,1
BNRE,128,76,0.02,1
BNRE,128,77,0.01,1
BNRE,128,78,0.01,1
BNRE,128,79,0.04,1
BNRE,128,80,0.06,0
BNRE,128,81,0.04,1
BNRE,128,82,0.04,1
BNRE,128,83,0.04,1
BNRE,128,84,0.01,1
BNRE,128,85,0.01,1
BNRE,128,86,0.01,1
BNRE,128,87,0.1,0
BNRE,128,88,0.01,1
BNRE,128,89,0.02,1
BNRE,128,90,0.21,0
BNRE,128,91,0.09,0
BNRE,128,92,0.01,1
BNRE,128,93,0.01,1
BNRE,128,94,0.01,1
BNRE,128,95,0.02,1
BNRE,128,96,0.02,1
BNRE,128,97,0.01,1
BNRE,128,98,0.01,1
BNRE,128,99,0.37,0
BNRE,128,100,0.1,0
NRE,128,1,0.02,1
NRE,128,2,0.23,0
NRE,128,3,0.01,1
NRE,128,4,0.02,1
NRE,128,5,0.11,0
NRE,128,6,0.19,0
NRE,128,7,0.16,0
NRE,128,8,0.01,1
NRE,128,9,0.03,1
NRE,128,10,0.05,0
NRE,128,11,0.72,0
NRE,128,12,0.07,0
NRE,128,13,0.01,1
NRE,128,14,0.06,0
NRE,128,15,0.61,0
NRE,128,16,0.02,1
NRE,128,17,0.03,1
NRE,128,18,0.2,0
NRE,128,19,0.11,0
NRE,128,20,0.03,1
NRE,128,21,0.01,1
NRE,128,22,0.2,0
NRE,128,23,0.25,0
NRE,128,24,0.2,0
NRE,128,25,0.02,1
NRE,128,26,0.29,0
NRE,128,27,0.01,1
NRE,128,28,0.34,0
NRE,128,29,0.02,1
NRE,128,30,0.26,0
NRE,128,31,0.22,0
NRE,128,32,0.05,0
NRE,128,33,0.06,0
NRE,128,34,0.02,1
NRE,128,35,0.01,1
NRE,128,36,0.01,1
NRE,128,37,0.01,1
NRE,128,38,0.09,0
NRE,128,39,0.68,0
NRE,128,40,0.01,1
NRE,128,41,0.07,0
NRE,128,42,0.31,0
NRE,128,43,0.11,0
NRE,128,44,0.01,1
NRE,128,45,0.47,0
NRE,128,46,0.05,0
NRE,128,47,0.85,0
NRE,128,48,0.02,1
NRE,128,49,0.06,0
NRE,128,50,0.05,0
NRE,128,51,0.14,0
NRE,128,52,0.01,1
NRE,128,53,0.1,0
NRE,128,54,0.07,0
NRE,128,55,0.34,0
NRE,128,56,0.02,1
NRE,128,57,0.22,0
NRE,128,58,0.24,0
NRE,128,59,0.04,1
NRE,128,60,0.02,1
NRE,128,61,0.12,0
NRE,128,62,0.42,0
NRE,128,63,0.28,0
NRE,128,64,0.38,0
NRE,128,65,0.12,0
NRE,128,66,0.13,0
NRE,128,67,0.22,0
NRE,128,68,0.01,1
NRE,128,69,0.03,1
NRE,128,70,0.2,0
NRE,128,71,0.01,1
NRE,128,72,0.05,0
NRE,128,73,0.09,0
NRE,128,74,0.01,1
NRE,128,75,0.01,1
NRE,128,76,0.1,0
NRE,128,77,0.37,0
NRE,128,78,0.03,1
NRE,128,79,0.04,1
NRE,128,80,0.69,0
NRE,128,81,0.49,0
NRE,128,82,0.08,0
NRE,128,83,0.5,0
NRE,128,84,0.11,0
NRE,128,85,0.01,1
NRE,128,86,0.14,0
NRE,128,87,0.01,1
NRE,128,88,0.06,0
NRE,128,89,0.11,0
NRE,128,90,0.08,0
NRE,128,91,0.1,0
NRE,128,92,0.03,1
NRE,128,93,0.15,0
NRE,128,94,0.34,0
NRE,128,95,0.19,0
NRE,128,96,0.03,1
NRE,128,97,0.21,0
NRE,128,98,0.17,0
NRE,128,99,0.87,0
NRE,128,100,0.06,0
BNRE,512,1,0.02,1
BNRE,512,2,0.73,0
BNRE,512,3,0.03,1
BNRE,512,4,0.55,0
BNRE,512,5,0.02,1
BNRE,512,6,0.01,1
BNRE,512,7,0.02,1
BNRE,512,8,0.16,0
BNRE,512,9,0.32,0
BNRE,512,10,0.03,1
BNRE,512,11,0.06,0
BNRE,512,12,0.31,0
BNRE,512,13,0.02,1
BNRE,512,14,0.31,0
BNRE,512,15,0.22,0
BNRE,512,16,0.03,1
BNRE,512,17,0.17,0
BNRE,512,18,0.01,1
BNRE,512,19,0.22,0
BNRE,512,20,0.67,0
BNRE,512,21,0.08,0
BNRE,512,22,0.08,0
BNRE,512,23,0.09,0
BNRE,512,24,0.07,0
BNRE,512,25,0.03,1
BNRE,512,26,0.03,1
BNRE,512,27,0.07,0
BNRE,512,28,0.44,0
BNRE,512,29,0.2,0
BNRE,512,30,0.35,0
BNRE,512,31,0.07,0
BNRE,512,32,0.02,1
BNRE,512,33,0.17,0
BNRE,512,34,0.1,0
